0.483537,0.240000,0.068550,0.050100,0.342000,0.099700,0.000000,0.000000,0.000000,0.099700,0.000000,0.000000,0.000000,0.099700,0.000000,0.000000,0.000000
0.000000,0.114688,0.246638,0.122704,0.070791,0.011469,0.051825,0.055959,0.055959,0.059494,0.050576,0.068768,0.000000,0.000000,0.000000,0.000000,0.000000
0.017690,0.262547,0.332432,0.022113,0.162162,0.031940,0.036855,0.036855,0.036855,0.044716,0.053808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020565,0.249736,0.631695,0.060442,0.567567,0.029450,0.036855,0.036855,0.036855,0.012369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.058655,0.014742,0.460687,0.020639,0.033710,0.036855,0.036855,0.036855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.100352,0.062440,0.067420,0.067420,0.174182,0.268492,0.384968,0.384968,0.074547,0.063064,0.086298,0.033710,0.022938,0.000000,0.000000,0.000000
0.000000,0.159700,0.036855,0.036855,0.036855,0.279156,0.332432,0.022113,0.162162,0.056214,0.067076,0.022113,0.022113,0.000000,0.000000,0.000000,0.000000
0.177641,0.147250,0.036855,0.036855,0.036855,0.206739,0.631695,0.060442,0.567567,0.015314,0.022113,0.000000,0.022113,0.000000,0.000000,0.000000,0.000000
0.000000,0.168550,0.036855,0.036855,0.036855,0.236644,0.014742,0.460687,0.020639,0.000000,0.022113,0.022113,0.022113,0.000000,0.000000,0.000000,0.000000
0.011461,0.015053,0.031220,0.033710,0.033710,0.005018,0.031220,0.033710,0.033710,0.083149,0.051825,0.042475,0.070791,0.033690,0.018732,0.020226,0.020226
0.000000,0.000000,0.075184,0.000000,0.000000,0.000000,0.025061,0.022113,0.022113,0.290654,0.266093,0.022113,0.162162,0.019164,0.007371,0.007371,0.007371
0.149631,0.099541,0.000000,0.012531,0.000000,0.032984,0.022113,0.004423,0.022113,0.186713,0.631695,0.029484,0.567567,0.017670,0.007371,0.007371,0.007371
0.000000,0.000000,0.000000,0.000000,0.000000,0.020226,0.022113,0.022113,0.022113,0.084275,0.014742,0.460687,0.014742,0.020226,0.007371,0.007371,0.007371
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008602,0.006244,0.006742,0.006742,0.018637,0.090538,0.067420,0.067420
0.000000,0.063880,0.000000,0.000000,0.000000,0.063880,0.000000,0.000000,0.000000,0.063880,0.022113,0.022113,0.022113,0.063880,0.058968,0.073710,0.058968
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017670,0.022113,0.022113,0.022113,0.058900,0.036855,0.036855,0.036855
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020226,0.022113,0.022113,0.022113,0.067420,0.036855,0.036855,0.022113
